Phage Name,Zipcode,Population Density,County,pH,Waterquality,GHI,Dew Point,Albedo,Latitude,Longitude,AQI,PM25,PM10,CO_8H,NO2_1H,SO3_1H
Pumpkin,49423,580.0,Ottawa County,7.796923997301367,Not determined,166.31187214611873,5.339726027397258,0.30216438356158737,42.7697,-86.1664,27.0,6.4,29.0,2.3,28.0,18.0
PumpkinSpice,63143,4910.0,Saint Louis County,7.796939841626247,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.6457,-90.3148,34.0,8.1,36.0,2.9,36.0,23.0
Pupper,15213,14474.0,Allegheny County,7.796924505392505,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444815000000006,-79.953835,38.0,9.1,41.0,3.3,40.0,26.0
PuppyEggo,99164,,Whitman County,,,165.71141552511415,2.0019634703196267,0.29616438356166785,46.728,-117.15799999999999,16.0,3.8,17.0,1.4,16.0,11.0
Purgamenstris,77002,8320.0,Harris County,7.796955990395037,Not applicable,201.94942922374432,16.276598173515982,0.15276712328768466,29.766083000000002,-95.35880999999999,30.0,7.2,32.0,2.6,31.0,21.0
Purky,20009,36495.0,Washington,7.796600076669115,"Stable, normal stage",183.91632420091324,7.457762557077626,0.1584657534246516,38.922244,-77.022039,45.0,10.8,48.0,3.9,47.0,31.0
QBert,92117,5842.0,San Diego County,7.796633894462603,,219.28436073059362,10.187968036529687,0.1296986301369728,32.8,-117.2,53.0,13.0,59.0,4.7,55.0,37.0
Qobbit,23186,,,7.796296010691183,,185.2694063926941,9.6925799086758,0.13789041095888524,37.268333,-76.71972199999999,56.0,14.4,65.0,5.0,58.0,39.0
QuadZero,28274,,Mecklenburg County,7.796235916690526,,195.1027397260274,9.98607305936073,0.12728767123286594,35.1898,-80.8311,53.0,13.0,59.0,4.7,55.0,37.0
Quaker,54022,159.0,Pierce County,7.796235916690526,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.852683,-92.617101,5.0,1.2,5.0,0.4,5.0,3.0
Quammi,99258,,Spokane County,7.796234964668878,Not applicable,160.9194063926941,1.7452054794520548,0.29493150684927943,47.667333,-117.40291699999999,13.0,3.1,14.0,1.1,13.0,9.0
Quasar,15213-3704,,Allegheny County,7.796215708601032,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.439877,-79.944255,38.0,9.1,41.0,3.3,40.0,26.0
QueenB2,70148,,Orleans Parish,7.795593793951105,Rising stage,206.12031963470318,16.813470319634703,0.14219178082192285,30.029665,-90.071626,19.0,4.5,20.0,1.6,20.0,13.0
QueenBeane,20001,17689.0,Washington,7.7957863174644135,,183.91632420091324,7.457762557077626,0.1584657534246516,38.9129,-77.0193,45.0,10.8,48.0,3.9,47.0,31.0
QueenBeesly,40351,82.0,Rowan County,,,176.41164383561645,7.639041095890411,0.17030136986301242,38.1845,-83.4348,47.0,11.2,50.0,4.1,49.0,32.0
QueenBey,,,Los Angeles County,7.831126444767905,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.065,-118.4425,42.0,10.0,45.0,3.6,44.0,29.0
Quenya,,,,,,204.47865296803653,11.388778538812778,0.17024657534247667,33.018214,-96.701198,40.0,9.6,43.0,3.5,42.0,28.0
Quesadilla,50401,200.0,Cerro Gordo County,7.797967905300482,,170.25593607305936,3.117990867579908,0.30284931506850143,43.1555,-93.1575,17.0,4.0,18.0,1.4,18.0,11.0
Quhwah,90069,9688.0,Los Angeles County,7.797958591331109,Not applicable,226.6779680365297,6.9425799086758,0.12654794520547702,34.098886,-118.376822,59.0,15.9,71.0,5.3,61.0,42.0
Qui,54022,159.0,Pierce County,7.797935451478861,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.8506,-92.6247,5.0,1.2,5.0,0.4,5.0,3.0
QuickMath,19151,12494.0,Philadelphia County,7.797598919796858,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.956547,-75.1897,66.0,19.2,85.0,6.0,68.0,47.0
QuincyRose,49423,580.0,Ottawa County,7.797608852729915,Falling stage,166.8412100456621,5.32468036529679,0.2966849315068809,42.78822,-86.100227,27.0,6.4,29.0,2.3,28.0,18.0
QuinnKiro,54880,179.0,Douglas County,7.7908463060049105,,152.46175799086757,1.4243150684931516,0.3670136986301447,46.632646,-92.10101800000001,17.0,4.0,18.0,1.4,18.0,11.0
Qyrzula,15260,,Allegheny County,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0
RAP15,15213,14474.0,Allegheny County,7.795997775510349,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446667,-79.955833,38.0,9.1,41.0,3.3,40.0,26.0
Rabbitrun,66441,112.0,Geary County,7.797452208888498,Not determined,193.3302511415525,6.189611872146119,0.2193698630137193,39.0458,-96.963,24.0,5.7,25.0,2.1,25.0,16.0
Rabbs,78363,199.0,Kleberg County,7.7974555458378125,,219.47522831050227,17.223972602739725,0.19246575342468802,27.386944,-97.806944,25.0,6.0,27.0,2.2,26.0,17.0
Rabinovish,18976,1827.0,Bucks County,7.797459663187745,"Stable, normal stage",174.01769406392694,7.050228310502282,0.187863013698659,40.2503,-75.1666,58.0,15.4,69.0,5.2,60.0,41.0
Raccoon,15222,4055.0,Allegheny County,7.7974403933164025,"Stable, normal stage",166.61826484018266,6.101712328767122,0.21501369863012293,40.443865,-80.005375,38.0,9.1,41.0,3.3,40.0,26.0
Racecar,14086,940.0,Erie County,7.7815998378040145,Falling stage,155.4804794520548,4.9589041095890405,0.3080273972603217,42.933820000000004,-78.64562,19.0,4.5,20.0,1.6,20.0,13.0
Rachaly,02176,5767.0,Middlesex County,7.797366088249855,Not applicable,167.95696347031964,5.671461187214612,0.26717808219177064,42.463337,-71.04499200000001,40.0,9.6,43.0,3.5,42.0,28.0
Rachella,,,Tolland County,7.797323278902261,Rising stage,171.13949771689497,5.0497716894977165,0.2426849315068714,41.806111,-72.258611,30.0,7.2,32.0,2.6,31.0,21.0
Raela,57313,6.0,Douglas County,,,175.85764840182648,2.387785388127854,0.3316986301369926,43.358959999999996,-98.41135,33.0,7.9,35.0,2.9,34.0,23.0
RagingRooster,21228,3070.0,Baltimore County,7.797323278902261,Not applicable,180.49235159817349,7.419178082191781,0.17175342465754556,39.254715000000004,-76.70656899999999,34.0,8.1,36.0,2.9,36.0,23.0
Rahalelujah,99258,,Spokane County,7.7973217351221775,"Stable, high stage",160.9194063926941,1.7452054794520548,0.29493150684927943,47.667059,-117.402813,13.0,3.1,14.0,1.1,13.0,9.0
Rahel,11801,5962.0,Nassau County,7.7973217351221775,,173.91518264840184,7.55719178082192,0.1840547945205465,40.7679,-73.5405,25.0,6.0,27.0,2.2,26.0,17.0
Rainydai,21237,2621.0,Baltimore County,7.7973217351221775,,178.31221461187215,7.613093607305934,0.1757534246575491,39.359874,-76.49764499999999,34.0,8.1,36.0,2.9,36.0,23.0
Rajelicia,63105,6647.0,Saint Louis County,7.797334545674082,"Stable, normal stage",181.73047945205482,7.855136986301369,0.16241095890411614,38.645278000000005,-90.313056,45.0,10.8,48.0,3.9,47.0,31.0
Rakim,20417,,Loudoun County,7.797203354749048,,180.9994292237444,7.1501940639269375,0.160876712328766,39.069783,-77.46300000000001,47.0,11.2,50.0,4.1,49.0,32.0
Raleigh,07302,24711.0,Hudson County,7.796692137469349,,172.8235159817351,7.4875570776255715,0.15353424657531412,40.725426,-74.045229,15.0,3.6,16.0,1.3,15.0,10.0
Ramiel05,,,,,,173.34520547945206,3.9667922374429256,0.2451780821918307,42.024722,-93.641944,16.0,3.8,17.0,1.4,16.0,11.0
Ramsey,55303-4839,,Anoka County,7.796250580542865,,164.82488584474885,2.0448630136986297,0.3354246575342905,45.224128,-93.383274,34.0,8.1,36.0,2.9,36.0,23.0
Rana,,,Tyler County,7.794950152043095,Falling stage,199.6703196347032,14.847636986301366,0.12375342465752814,30.799979999999998,-94.21342800000001,22.0,5.2,23.0,1.9,23.0,15.0
Ranch,15647,1103.0,Westmoreland County,7.794756478349199,"Stable, normal stage",165.64737442922373,6.232420091324201,0.20498630136986049,40.356678,-79.701902,38.0,9.1,41.0,3.3,40.0,26.0
Rando14,70135,,Orleans Parish,7.79603174359055,Falling stage,207.50810502283105,16.532305936073058,0.14490410958905015,29.963564,-90.106258,19.0,4.5,20.0,1.6,20.0,13.0
Raptor,43938,181.0,Jefferson County,7.795998884463832,,164.19691780821918,6.247602739726028,0.216109589041082,40.326401000000004,-80.622493,34.0,8.1,36.0,2.9,36.0,23.0
Rapunzel97,39401,226.0,Forrest County,7.79593154222778,,203.34372146118716,14.073972602739724,0.1397260273972676,31.231075,-89.278254,16.0,3.8,17.0,1.4,16.0,11.0
Rasovi,,,,,,193.16221461187214,8.976826484018266,0.1587397260274077,35.6561,-80.8266,46.0,11.0,49.0,4.0,48.0,32.0
Rasputia,19053,2476.0,Bucks County,7.795829032489951,Not determined,171.99931506849316,7.165296803652967,0.15780821917807775,40.160561,-75.00212900000001,47.0,11.2,50.0,4.1,49.0,32.0
Rasputin,15213,14474.0,Allegheny County,7.743324310939867,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.446506,-79.954011,38.0,9.1,41.0,3.3,40.0,26.0
RavenCo17,15213,14474.0,Allegheny County,7.795779577324923,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443881,-79.955294,38.0,9.1,41.0,3.3,40.0,26.0
RavenPuff,21228,3070.0,Baltimore County,7.795779577324923,,178.8351598173516,7.459646118721461,0.17465753424658215,39.281463,-76.751965,34.0,8.1,36.0,2.9,36.0,23.0
RawrgerThat,,,Clark County,7.795740250837767,Not applicable,190.60833333333332,12.06769406392694,0.12728767123286516,34.176453,-93.09897099999999,29.0,6.9,31.0,2.5,30.0,20.0
Raymond7,11557,3870.0,Nassau County,7.795583114041348,,174.26598173515978,8.325799086757991,0.1822191780821726,40.637,-73.685,25.0,6.0,27.0,2.2,26.0,17.0
RcigaStruga,19087,2018.0,Montgomery County,7.795578978235514,Not applicable,173.01118721461188,6.683675799086758,0.1920547945205704,40.070496999999996,-75.3788,58.0,15.4,69.0,5.2,60.0,41.0
ReMo,04401,448.0,Penobscot County,,,159.55616438356162,3.281735159817352,0.3476164383561788,44.809427,-68.77675,25.0,6.0,27.0,2.2,26.0,17.0
Rebel,,,,,,171.44988584474885,8.104691780821927,0.13115068493150864,40.654922,-73.540769,25.0,6.0,27.0,2.2,26.0,17.0
Rebeuca,79904,3982.0,El Paso County,7.795578978235514,"Stable, low stage",247.79897260273967,1.2803652968036532,0.1975616438356286,31.862285999999997,-106.45647199999999,46.0,11.0,49.0,4.0,48.0,32.0
RedBear,63105,6647.0,,7.795583668565313,Rising stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.6451,-90.2978,45.0,10.8,48.0,3.9,47.0,31.0
RedMaple,27411,,Guilford County,7.795528313358343,,188.952397260274,8.9513698630137,0.1366301369862883,36.08,-79.7706,46.0,11.0,49.0,4.0,48.0,32.0
RedRaider77,80922,4448.0,El Paso County,7.795032596080644,Not applicable,210.06347031963472,-2.189406392694065,0.25564383561647536,38.885732,-104.707011,10.0,2.4,10.0,0.8,10.0,7.0
RedRock,86340,,Yavapai County,7.7952902169773886,"Stable, normal stage",227.29486301369857,-0.8420091324200913,0.1987671232876788,34.919332,-111.859145,28.0,6.7,30.0,2.4,29.0,19.0
RedWattleHog,,,,,,163.2890410958904,3.3594634703196307,0.35646575342463405,44.58958,-69.29344,25.0,6.0,27.0,2.2,26.0,17.0
Redfield,15479,100.0,Westmoreland County,7.795574183804121,"Stable, normal stage",163.16518264840184,5.776826484018265,0.2907945205479829,40.15348,-79.701887,38.0,9.1,41.0,3.3,40.0,26.0
Redi,63132,2658.0,Saint Louis County,7.795609189777392,Not applicable,178.88481735159817,8.14684931506849,0.16041095890411872,38.669694,-90.383833,34.0,8.1,36.0,2.9,36.0,23.0
Redno2,23113,674.0,Chesterfield County,7.794959311777284,Falling stage,183.57751141552512,8.438789954337889,0.14304109589038885,37.555833,-77.64361099999999,18.0,4.3,19.0,1.5,19.0,12.0
Reedo,70354,42.0,Lafourche Parish,7.795301712701094,Not applicable,213.04372146118718,17.457876712328765,0.15249315068493993,29.394444,-90.278889,28.0,6.7,30.0,2.4,29.0,19.0
Refuge,04743,34.0,Aroostook County,,,148.6220319634703,0.5311643835616439,0.4868493150684643,47.222278,-68.761303,22.0,5.2,23.0,1.9,23.0,15.0
Reindeer,75601,1696.0,Gregg County,7.7952847365782665,,198.89771689497718,11.935045662100455,0.14843835616439532,32.508239,-94.760182,31.0,7.4,33.0,2.7,32.0,21.0
Rem711,33707,4671.0,Pinellas County,7.7952847365782665,,223.06632420091324,18.45913242009133,0.11347945205480252,27.765206,-82.727823,23.0,5.5,24.0,2.0,24.0,16.0
Remus,54016,442.0,Saint Croix County,7.696214569294332,,164.7658675799087,2.3207762557077625,0.28578082191776977,44.984444,-92.75444399999999,5.0,1.2,5.0,0.4,5.0,3.0
RemusLoopin,21411,,Anne Arundel County,7.795463088009595,Falling stage,180.8525114155251,8.434292237442923,0.1489589041095734,38.982,-76.4915,34.0,8.1,36.0,2.9,36.0,23.0
Remy19,30314,4716.0,Fulton County,7.794899939688437,Not applicable,199.52751141552508,10.476940639269406,0.1290410958903956,33.747749,-84.414766,66.0,19.2,85.0,6.0,68.0,47.0
Renaissance,20009,36495.0,Washington,7.79433998629295,,183.91632420091324,7.457762557077626,0.1584657534246516,38.920371,-77.018019,45.0,10.8,48.0,3.9,47.0,31.0
Renaud18,30314,4716.0,Fulton County,7.793497123562225,Peak stage,199.52751141552508,10.476940639269406,0.1290410958903956,33.748056,-84.414167,66.0,19.2,85.0,6.0,68.0,47.0
Renzie,16125,166.0,Mercer County,7.793494638824316,"Stable, normal stage",160.13938356164385,5.715410958904108,0.27632876712331583,41.4129,-80.3815,38.0,9.1,41.0,3.3,40.0,26.0
Reptar3000,89139,2879.0,Clark County,7.793488878620465,Rising stage,238.3816210045662,-0.7899543378995434,0.25364383561645304,36.027427,-115.207002,24.0,5.7,25.0,2.1,25.0,16.0
Retro23,70135,,Orleans Parish,7.793411725523796,Rising stage,207.50810502283105,16.532305936073058,0.14490410958905015,29.964051,-90.10634399999999,19.0,4.5,20.0,1.6,20.0,13.0
RexFury,54022,159.0,Pierce County,7.793309442159831,,161.34828767123287,2.063926940639269,0.3534520547945271,44.840008000000005,-92.648331,5.0,1.2,5.0,0.4,5.0,3.0
Rey,77012,5275.0,Harris County,7.793823989387901,Not determined,203.69429223744288,16.12796803652968,0.1508493150685036,29.725031,-95.28519,30.0,7.2,32.0,2.6,31.0,21.0
Reyja,15213,14474.0,Allegheny County,7.793809809206376,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.443232,-79.95149,38.0,9.1,41.0,3.3,40.0,26.0
Rhinoforte,30314,4716.0,Fulton County,7.793061191577617,Rising stage,199.52751141552508,10.476940639269406,0.1290410958903956,33.748889,-84.416111,66.0,19.2,85.0,6.0,68.0,47.0
Rhodalysa,23185,828.0,York County,7.732273608345933,,189.2746575342466,10.035159817351598,0.1422739726027199,37.282925,-76.664688,56.0,14.4,65.0,5.0,58.0,39.0
RhynO,83605,1423.0,Canyon County,7.7931920445373715,"Stable, normal stage",190.51598173515976,-0.03184931506849315,0.3120273972602873,43.652569,-116.677194,34.0,8.1,36.0,2.9,36.0,23.0
Rhynn,29731,,York County,7.793180941892012,"Stable, normal stage",201.33995433789954,10.174429223744294,0.14706849315068365,34.940048,-81.033165,53.0,13.0,59.0,4.7,55.0,37.0
Rhysand,29731,,York County,7.79297907058293,"Stable, normal stage",201.33995433789954,10.174429223744294,0.14706849315068365,34.939064,-81.028002,53.0,13.0,59.0,4.7,55.0,37.0
Ribeye,,,Pike County,,,194.03082191780825,11.565182648401828,0.1718630136986485,34.017222,-93.77583299999999,55.0,14.0,63.0,4.9,57.0,39.0
Rich,15201,5127.0,Allegheny County,7.79294643954311,"Stable, normal stage",166.06221461187215,6.1813470319634725,0.20728767123284966,40.461392,-79.96121,38.0,9.1,41.0,3.3,40.0,26.0
Richie,15108,1017.0,Allegheny County,7.792938257967456,"Stable, normal stage",165.89132420091326,5.9664383561643834,0.250958904109599,40.491389,-80.158889,40.0,9.6,43.0,3.5,42.0,28.0
Rickmore,83605,1423.0,Canyon County,7.792937178252173,"Stable, normal stage",190.51598173515976,-0.03184931506849315,0.3120273972602873,43.653156,-116.677314,34.0,8.1,36.0,2.9,36.0,23.0
RidgeCB,,,Chouteau County,7.792940641533911,"Stable, normal stage",160.8277397260274,-0.32545662100456624,0.3409863013698679,47.79746,-110.593934,30.0,7.2,32.0,2.6,31.0,21.0
Riggan,24061-9517,,Montgomery County,7.79289620549043,,184.8769406392694,6.178196347031964,0.17249315068494767,37.2199,-80.4152,43.0,10.3,46.0,3.7,45.0,30.0
Rima,11216,58065.0,Kings County,7.793341438592647,,172.5472602739726,7.5378995433789955,0.1838630136985948,40.674761,-73.95230600000001,35.0,8.4,37.0,3.0,37.0,24.0
Rimmer,98501,1107.0,Thurston County,7.7919908866264604,,140.48196347031964,6.695433789954338,0.12098630136986027,47.023056,-122.852778,17.0,4.0,18.0,1.4,18.0,11.0
Ringer,49423,580.0,Ottawa County,7.792122480047245,"Stable, high stage",166.8412100456621,5.32468036529679,0.2966849315068809,42.788522,-86.100631,27.0,6.4,29.0,2.3,28.0,18.0
Rings,19087,2018.0,Delaware County,7.79210329520882,Not applicable,174.9670091324201,7.165639269406393,0.16457534246574065,40.050927,-75.378327,58.0,15.4,69.0,5.2,60.0,41.0
Riovina,01060,1400.0,Hampshire County,7.7920853475901986,Not applicable,164.99885844748854,4.5856164383561655,0.2681643835616319,42.318222,-72.639713,42.0,10.0,45.0,3.6,44.0,29.0
Riparian,,,Clark County,7.7920791755813035,Rising stage,232.97248858447486,-0.7639269406392694,0.220712328767144,36.103961,-115.020223,21.0,5.0,22.0,1.8,22.0,14.0
Rita1961,30314,4716.0,Fulton County,7.791395527896867,Not determined,199.52751141552508,10.476940639269406,0.1290410958903956,33.746,-84.4139,66.0,19.2,85.0,6.0,68.0,47.0
RiverMonster,47906,494.0,Tippecanoe County,7.79144013789769,"Stable, normal stage",175.96164383561646,6.2311643835616435,0.23616438356167585,40.443439,-86.896408,8.0,1.9,8.0,0.7,8.0,5.0
Riverdale,01060,1400.0,Hampshire County,7.7913776045178125,Not applicable,165.00262557077625,4.547716894977169,0.2734246575342758,42.318881,-72.640176,42.0,10.0,45.0,3.6,44.0,29.0
Riyhil,19151,12494.0,Philadelphia County,7.791352071341577,Not applicable,174.19646118721462,7.453995433789954,0.14523287671230675,39.9585,-75.1891,66.0,19.2,85.0,6.0,68.0,47.0
Rizal,15260,,Allegheny County,7.796049722495116,"Stable, high stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44422,-79.953218,38.0,9.1,41.0,3.3,40.0,26.0
Rizwana,73069,1510.0,Cleveland County,,,205.09509132420087,8.362328767123287,0.17268493150686626,35.174053,-97.444489,66.0,19.2,85.0,6.0,68.0,47.0
RoMag,78665,1919.0,Williamson County,7.791864048723281,Not applicable,,,,,,,,,,,
RoadKill,04239,100.0,Franklin County,,,162.45353881278538,3.147625570776254,0.3580547945205378,44.505928000000004,-70.138217,21.0,5.0,22.0,1.8,22.0,14.0
Roary,33027-4145,,Broward County,7.791263795056487,,219.60228310502282,19.824657534246573,0.1567945205479584,25.991869,-80.339804,14.0,3.3,15.0,1.2,14.0,9.0
RobinSparkles,15260,,Allegheny County,7.791264348139538,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.444068,-79.953908,38.0,9.1,41.0,3.3,40.0,26.0
Robinson,26003,454.0,Ohio County,7.791277948657231,"Stable, normal stage",165.50239726027397,6.418150684931509,0.2052602739725861,40.077902,-80.690025,34.0,8.1,36.0,2.9,36.0,23.0
RobsFeet,68520,103.0,Lancaster County,7.7927306316495475,Not applicable,182.00924657534247,5.000684931506847,0.2843287671233252,40.8,-96.6,21.0,5.0,22.0,1.8,22.0,14.0
Rockstar,,,La Salle Parish,7.791697906662005,Falling stage,201.3966894977169,14.052853881278539,0.13745205479451927,31.386,-92.126944,13.0,3.1,14.0,1.1,13.0,9.0
RockyHorror,95064,3908.0,Santa Cruz County,7.791706664939237,"Stable, normal stage",215.05068493150685,8.325,0.1006027397260431,36.991399,-122.06086699999999,30.0,7.2,32.0,2.6,31.0,21.0
Rofo,19468,1558.0,Montgomery County,7.791706788531452,"Stable, normal stage",174.48984018264838,6.600114155251143,0.2174520547945681,40.177419,-75.528453,58.0,15.4,69.0,5.2,60.0,41.0
RogerDodger,04468,80.0,Penobscot County,,,158.02979452054794,3.3576027397260284,0.3222739726027375,44.928859,-68.697075,25.0,6.0,27.0,2.2,26.0,17.0
Rohr,63105,6647.0,Saint Louis County,7.791699988891032,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.647706,-90.30637,45.0,10.8,48.0,3.9,47.0,31.0
Roliet,92515,,Riverside County,7.7917040146179435,Not applicable,231.34486301369859,4.57796803652968,0.15487671232878011,33.91162,-117.50284199999999,63.0,17.8,79.0,5.7,65.0,45.0
Rollins,15213,14474.0,Allegheny County,7.732387352962711,"Stable, normal stage",165.3197488584475,6.24406392694064,0.21063013698629074,40.44305,-79.95694,38.0,9.1,41.0,3.3,40.0,26.0
RomaT,18707,313.0,Luzerne County,7.791711543683741,"Stable, normal stage",164.2077625570776,4.840753424657534,0.22186301369864606,41.164077,-75.86752,34.0,8.1,36.0,2.9,36.0,23.0
Roman,10911,2.0,Rockland County,7.791856639677992,Not applicable,168.19086757990868,5.6202054794520535,0.23690410958904945,41.3051,-74.0023,11.0,2.6,11.0,0.9,11.0,7.0
Romero,76084,164.0,Johnson County,7.791838787627307,,209.14497716894974,11.06971461187215,0.15852054794522102,32.416202,-97.10014699999999,40.0,9.6,43.0,3.5,42.0,28.0
Romney,15601,690.0,Westmoreland County,7.79178261017327,Not applicable,166.1246575342466,6.005365296803652,0.2430410958904581,40.310833,-79.556389,37.0,8.8,39.0,3.2,39.0,25.0
RonRayGun,71923,40.0,Clark County,7.791795043032543,,193.1207762557077,12.091095890410955,0.1545753424657545,34.125144,-93.052808,29.0,6.9,31.0,2.5,30.0,20.0
Ronan,,,,,,234.80901826484018,-0.9442922374429225,0.16610958904111242,36.113611,-115.144444,52.0,12.5,57.0,4.6,54.0,36.0
Roney,,,,,,165.3197488584475,6.24406392694064,0.21063013698629074,40.4424,-79.9547,38.0,9.1,41.0,3.3,40.0,26.0
Ronnie,19030-4005,,Bucks County,7.7917606965275885,,175.7149543378995,7.304908675799089,0.18684931506848929,40.174972,-74.869694,47.0,11.2,50.0,4.1,49.0,32.0
Roots515,50131,802.0,Polk County,7.7917245064349165,Not applicable,174.27933789954338,4.731358447488581,0.2849041095890803,41.6597,-93.7207,16.0,3.8,17.0,1.4,16.0,11.0
Rope,59601,212.0,Lewis and Clark County,7.795838077947862,Not determined,167.71004566210047,-1.8843607305936072,0.380684931506863,46.5891,-112.0391,23.0,5.5,24.0,2.0,24.0,16.0
Rosalind,15282,,Allegheny County,7.791642190380638,"Stable, normal stage",167.0736301369863,6.11700913242009,0.2343013698630064,40.428667,-80.0049,38.0,9.1,41.0,3.3,40.0,26.0
Roscoe,49423,580.0,Ottawa County,7.791671641493098,Falling stage,166.8412100456621,5.32468036529679,0.2966849315068809,42.786246000000006,-86.101972,27.0,6.4,29.0,2.3,28.0,18.0
Rosebush,15642,1025.0,Westmoreland County,7.726044019570151,"Stable, normal stage",164.26552511415525,6.021689497716894,0.22756164383564464,40.326389,-79.677898,37.0,8.8,39.0,3.2,39.0,25.0
RosiePosie,19345,3408.0,Chester County,7.7916269331294385,,177.1557077625571,6.9383561643835625,0.2400000000000503,40.029722,-75.574167,47.0,11.2,50.0,4.1,49.0,32.0
Rowa,78130,645.0,Comal County,7.789434045026313,"Stable, normal stage",210.64280821917808,12.936392694063931,0.13504109589041655,29.711028000000002,-98.133833,30.0,7.2,32.0,2.6,31.0,21.0
Royals2015,27411,,Guilford County,7.791905993528102,,188.952397260274,8.9513698630137,0.1366301369862883,36.079239,-79.771395,46.0,11.0,49.0,4.0,48.0,32.0
Rubeelu,34986,1197.0,St. Lucie County,7.791549022823069,,217.6731735159817,19.22168949771689,0.16136986301370998,27.3275,-80.39694399999999,19.0,4.5,20.0,1.6,20.0,13.0
Ruby,63139,5857.0,,7.7916550600801475,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.631589,-90.291169,45.0,10.8,48.0,3.9,47.0,31.0
RubyRalph,54022,159.0,Pierce County,7.791640102315755,,162.46746575342462,2.0579908675799095,0.3163013698630409,44.852,-92.6187,5.0,1.2,5.0,0.4,5.0,3.0
Rufus,63105,6647.0,Saint Louis County,7.791672329372639,Falling stage,181.73047945205482,7.855136986301369,0.16241095890411614,38.648386,-90.310186,45.0,10.8,48.0,3.9,47.0,31.0
Ruin,42101,197.0,Warren County,,,181.31529680365296,9.667157534246572,0.16150684931508502,36.985639,-86.455444,40.0,9.6,43.0,3.5,42.0,28.0
Runhaar,,,,,,165.19406392694063,4.544634703196347,0.30394520547947024,42.928016,-85.587594,27.0,6.4,29.0,2.3,28.0,18.0
Rusticus,76201,4857.0,Denton County,7.791743005096353,"Stable, normal stage",208.73196347031964,10.875,0.17947945205481156,33.213763,-97.163042,42.0,10.0,45.0,3.6,44.0,29.0
Rutherferd,06515,3759.0,New Haven County,7.792151626764502,Not applicable,171.77636986301368,6.426255707762557,0.1953424657534197,41.334579999999995,-72.9429,42.0,10.0,45.0,3.6,44.0,29.0
Ruthiejr,49423,580.0,Ottawa County,7.792249571810656,Not determined,166.8412100456621,5.32468036529679,0.2966849315068809,42.7842,-86.09175,27.0,6.4,29.0,2.3,28.0,18.0
Ruthy,72103,425.0,Saline County,7.792251077977633,Not applicable,194.5771689497717,10.455707762557076,0.13364383561642074,34.5687,-92.3709,29.0,6.9,31.0,2.5,30.0,20.0
Ryadel,76401,62.0,Erath County,7.792262312720221,,214.49851598173515,10.380799086758008,0.1490136986301332,32.278778,-98.147806,40.0,9.6,43.0,3.5,42.0,28.0
Ryan,14086,940.0,Erie County,7.7815998378040145,Falling stage,155.4804794520548,4.9589041095890405,0.3080273972603217,42.933820000000004,-78.64562,19.0,4.5,20.0,1.6,20.0,13.0
SCentae,14233,,Allegheny County,7.7905675628542355,"Stable, normal stage",166.61826484018266,6.101712328767122,0.21501369863012293,40.445403999999996,-80.013111,38.0,9.1,41.0,3.3,40.0,26.0
SDcharge11,90293,4235.0,Los Angeles County,7.790061135608523,,226.6761415525114,9.144497716894966,0.13813698630138324,33.97,-118.41805500000001,59.0,15.9,71.0,5.3,61.0,42.0
SKKY,,,Los Angeles County,7.831126444767905,Not applicable,226.7365296803653,8.049885844748859,0.13852054794521435,34.065,-118.4425,42.0,10.0,45.0,3.6,44.0,29.0
STLscum,63146,2090.0,Saint Louis County,,,180.96175799086757,7.506050228310503,0.16926027397261822,38.698056,-90.47166700000001,34.0,8.1,36.0,2.9,36.0,23.0
Saal,23220,7400.0,,7.791539456782608,,183.61735159817349,9.038584474885845,0.1313972602739557,37.548611,-77.449575,18.0,4.3,19.0,1.5,19.0,12.0
Sabella,08902,3023.0,Middlesex,7.7910995544632335,,177.2216894977169,6.883789954337901,0.2215890410959397,40.445858,-74.52067,53.0,13.0,59.0,4.7,55.0,37.0
Sabertooth,63543,9.0,Scotland County,7.79110209234991,,178.27751141552508,5.689497716894977,0.2442465753424806,40.351,-92.005555,22.0,5.2,23.0,1.9,23.0,15.0
